PackagingApparaat,Herkomst,Risicokwalificatie,Koffieboon,Panel Test,Klantretourpercentage,Registratiedatum,FillingDatumTijdEind,PackagingDatumTijdEind,FillingApparaat,Cost,Voorraadniveaus,FillingDatumTijdStart,Benuttingsgraad,GrindingDatumTijdEind,Cyclustijd,GrindingDatumTijdStart,LeverancierLevertijd,Leveranciersbeoordeling,Roosterprofiel,Klanttevredenheid,Gewichtscontrole,FillingID,Duurzaamheid Score,PackagingDatumTijdStart,Audit van Leverancier,Batchnr,CO2-Footprint,Opmerkingen,ProcessTime,Fair-Trade Score,Defectpercentage,Energieverbruik,GrindingApparaat,PackagingID,Laatste Audit,GrindingID
Packager 2,Zimbabwe,Zeer Hoog,Liberica,Voldoet,1.17%,2021-07-26,2022-08-16 19:04:40.496087,2022-08-16 20:41:48.124482,Filling Machine 5,545.68,100,2022-08-16 18:49:51.946594,86.26%,2022-08-16 18:22:59.437094,4.91,2022-08-16 18:06:11,16 dagen,,Medium,2,1.18 kg,176,38,2022-08-16 20:17:43.777080,Herziening vereist,2989,-13.71 kg CO2/kg,Geen,4.91 hours,18,3.41%,392.0 kWh,Grinder 1,2562,2022-06-03,5446
Packager 4,Costa Rica,Laag,Arabica,Voldoet,1.30%,2020-05-19,2021-09-21 11:14:31.887551,2021-09-21 12:59:19.419943,Filling Machine 3,508.24,200,2021-09-21 10:53:48.938006,81.60%,2021-09-21 10:28:15.996224,4.16,2021-09-21 10:15:54,22 dagen,5.0,Medium,1,1.04 kg,1307,75,2021-09-21 12:07:42.964379,Goedgekeurd,9872,5.98 kg CO2/kg,Geen,4.16 hours,45,2.44%,316.0 kWh,Grinder 2,715,2021-05-15,3540
Packager 1,Zambia,Matig,Liberica,Voldoet,0.71%,2020-11-02,2020-02-08 22:27:35.888317,2020-02-09 00:13:20.792205,Filling Machine 4,538.47,400,2020-02-08 22:11:16.074865,88.56%,2020-02-08 21:52:09.086183,4.77,2020-02-08 21:25:02,7 dagen,2.0,Licht,10,1.46 kg,9164,46,2020-02-08 23:31:00.377647,Afgekeurd,6077,2.26 kg CO2/kg,Herziening vereist,4.77 hours,36,1.64%,237.0 kWh,Grinder 4,5276,2021-10-06,0000
Packager 1,Vietnam,Hoog,Arabica,Voldoet gedeeltelijk,0.74%,2020-12-13,2023-05-19 01:04:04.738218,2023-05-19 02:45:16.798093,Filling Machine 1,505.05,500,2023-05-19 00:40:26.792130,80.64%,2023-05-19 00:08:57.809966,2.59,2023-05-18 23:41:40,18 dagen,7.0,Donker,5,,9034,53,2023-05-19 02:28:27.623843,Goedgekeurd,7839,4.57 kg CO2/kg,Geen,2.59 hours,39,1.11%,297.0 kWh,Grinder 2,2349,2021-11-13,6981
Packager 1,Colombia,Hoog,Arabica,Voldoet niet,0.96%,2023-09-27,2021-09-10 01:24:46.437605,2021-09-10 03:42:30.297843,Filling Machine 2,519.88,100,2021-09-10 01:12:34.910273,79.49%,2021-09-10 00:53:25.054412,4.4,2021-09-10 00:20:20,15 dagen,1.0,Medium,8,1.05 kg,4036,26,2021-09-10 03:12:32.160099,Afgekeurd,3123,6.35 kg CO2/kg,Geen,4.40 hours,65,2.93%,213.0 kWh,Grinder 3,388,2023-12-10,3479
Packager 1,Indonesië,Matig,Arabica,Voldoet,0.46%,2021-01-04,0000-00-00 00:00:00,2020-04-13 13:37:59.138308,Filling Machine 3,469.42,400,2020-04-13 11:02:53.967159,84.52%,2020-04-13 10:31:38.965704,3.39,2020-04-13 10:16:36,22 dagen,4.0,Medium-Donker,4,1.09 kg,555,57,2020-04-13 13:00:30.366240,Herziening vereist,6521,4.15 kg CO2/kg,Geen,3.39 hours,82,1.28%,271.0 kWh,Grinder 4,9308,2021-06-23,579
Packager 3,Papoea-Nieuw-Guinea,Laag,Liberica,Voldoet,0.45%,2022-05-09,2023-01-19 15:40:54.155907,2023-01-19 17:02:49.992107,Filling Machine 3,536.03,500,2023-01-19 15:20:14.192973,68.06%,2023-01-19 14:51:13.818911,4.72,2023-01-19 14:25:03,13 dagen,5.0,Medium-Donker,5,0.95 kg,1956,47,2023-01-19 16:30:16.647698,Goedgekeurd,2585,6.00 kg CO2/kg,Geen,4.72 hours,28,0.85%,167.0 kWh,Grinder 2,2708,2022-07-01,6335
Packager 3,Ethiopië,Kritiek,Arabica,Voldoet,0.55%,2020-04-15,2020-09-21 22:01:37.790766,2020-09-21 23:30:54.440579,Filling Machine 4,538.13,200,2020-09-21 21:55:06.543918,75.48%,2020-09-21 21:47:40.268462,4.76,2020-09-21 21:27:02,13 dagen,4.0,Licht,7,1.08 kg,298,27,2020-09-21 22:55:20.111517,Afgekeurd,7537,6.14 kg CO2/kg,Geen,4.76 hours,62,2.93%,213.0 kWh,Grinder 2,5051,2020-11-01,1448
Packager 5,Honduras,Hoog,Arabica,Voldoet,0.19%,2020-04-03,2021-11-23 20:44:25.546260,31-02-2025 25:61:61,Filling Machine 5,503.74,400,2021-11-23 20:24:24.299661,63.00%,2021-11-23 19:48:13.302050,4.07,2021-11-23 19:31:41,13 dagen,,Medium,5,1.06 kg,947,33,2021-11-23 21:39:40.562201,Herziening vereist,6286,4.02 kg CO2/kg,Geen,4.07 hours,44,0.30%,277.0 kWh,Grinder 4,2530,2021-03-31,3911
,Ecuador,Matig,Arabica,Voldoet gedeeltelijk,1.10%,2020-11-13,2023-04-19 02:41:43.692085,2023-04-19 03:57:20.188473,Filling Machine 4,530.92,400,2023-04-19 02:24:13.564475,79.42%,2023-04-19 02:09:09.517349,4.62,2023-04-19 01:41:47,14 dagen,7.0,Licht,5,1.27 kg,9393,31,2023-04-19 03:24:03.537317,Afgekeurd,1319,7.78 kg CO2/kg,Geen,4.62 hours,73,2.56%,297.0 kWh,Grinder 4,916,2021-06-27,6803
Packager 1,Ivoorkust,Hoog,Arabica,Voldoet,0.39%,2021-01-03,2020-04-18 18:14:43.965944,2020-04-18 19:16:40.320176,Filling Machine 5,459.85,300,2020-04-18 18:00:21.790926,78.03%,2020-04-18 17:38:04.747738,3.2,2020-04-18 17:11:30,17 dagen,5.0,Medium,7,0.80 kg,1475,66,2020-04-18 18:51:00.900806,Goedgekeurd,1668,,Geen,3.20 hours,72,0.00%,269.0 kWh,Grinder 3,664,2021-05-12,602
Packager 3,Guatemala,Laag,Arabica,Voldoet gedeeltelijk,1.44%,2021-06-09,2020-01-29 16:19:02.237508,2020-01-29 17:49:07.247700,Filling Machine 5,465.6,100,2020-01-29 15:59:15.037501,88.67%,2020-01-29 15:34:42.798906,3.31,2020-01-29 15:19:35,13 dagen,6.0,Licht,2,1.03 kg,7047,56,2020-01-29 17:40:15.532961,Goedgekeurd,8194,5.17 kg CO2/kg,Geen,500 hours,21,3.06%,???,Grinder 1,2909,2021-11-13,157
Packager 2,Peru,Zeer Hoog,Arabica,Voldoet,1.13%,2020-01-21,2022-02-27 08:18:57.469220,2022-02-27 09:40:41.788686,Filling Machine 1,448.91,300,2022-02-27 08:09:26.228470,61.23%,2022-02-27 07:38:31.165417,2.98,2022-02-27 07:20:12,24 dagen,7.0,Medium-Donker,6,1.16 kg,1766,61,2022-02-27 09:13:13.410843,Afgekeurd,1130,7.53 kg CO2/kg,Geen,2.98 hours,58,1.37%,237.0 kWh,Grinder 3,5083,2020-08-09,4475
Packager 2,Uganda,Kritiek,Liberica,Voldoet,0.95%,2022-01-17,2022-06-03 23:20:39.434714,2022-06-04 00:51:53.685004,Filling Machine 1,536.24,200,2022-06-03 23:03:15.890081,90.64%,2022-06-03 22:36:32.771440,4.72,2022-06-03 22:23:04,18 dagen,7.0,Medium,1,1.12 kg,4940,999,2022-06-04 00:26:46.087390,Afgekeurd,2726,3.99 kg CO2/kg,Geen,4.72 hours,70,0.60%,247.0 kWh,Grinder 5,9069,2022-11-14,5031
Packager 5,Indonesië,Laag,Arabica,Voldoet,0.35%,2021-07-21,2021-12-08 13:20:04.133105,2021-12-08 14:34:38.737421,Filling Machine 5,449.94,298,2021-12-08 13:12:47.680966,69.42%,2021-12-08 12:53:04.477898,3.0,2021-12-08 12:15:41,18 dagen,1.0,Medium-Donker,4,0.99 kg,3842,69,2021-12-08 13:54:38.950580,Goedgekeurd,1290,2.17 kg CO2/kg,Geen,3.00 hours,47,0.97%,299.0 kWh,Grinder 4,3543,2021-12-17,XXXX
Packager 5,Thailand,Hoog,Arabica,Voldoet,0.81%,2023-09-27,2020-10-26 03:37:37.645614,onbekend,Filling Machine 4,515.51,500,onbekend,65.59%,2020-10-26 02:25:59.386461,4.31,2020-10-26 02:04:03,10 dagen,5.0,Medium-Donker,2,1.28 kg,8620,74,2020-10-26 04:47:22.450991,Goedgekeurd,3668,2.52 kg CO2/kg,Geen,4.31 hours,79,3.92%,303.0 kWh,Grinder 2,8351,2024-09-13,1668
Packager 2,Rwanda,Hoog,Arabica,Voldoet gedeeltelijk,1.19%,2021-10-01,31-02-2025 25:61:61,2023-06-10 03:34:18.702366,Filling Machine 3,518.87,200,2023-06-10 01:32:19.862052,89.90%,2023-06-10 00:49:54.349700,4.38,2023-06-10 00:44:33,14 dagen,6.0,Medium-Donker,999,1.04 kg,6847,63,2023-06-10 03:10:54.945073,Herziening vereist,2937,7.43 kg CO2/kg,Geen,4.38 hours,21,0.49%,259.0 kWh,Grinder 5,7467,2022-07-23,7098
Packager 3,Puerto Rico,Laag,Arabica,Voldoet,0.28%,2023-01-27,2022-02-04 12:46:05.259947,2022-02-04 14:27:16.476316,Filling Machine 3,503.01,200,2022-02-04 12:30:46.180615,74.47%,2022-02-04 12:07:58.754753,4.06,2022-02-04 11:48:52,18 dagen,9.0,Donker,4,1.27 kg,9161,46,2022-02-04 13:36:11.193014,Goedgekeurd,3765,10.00 kg CO2/kg,Geen,4.06 hours,63,2.44%,215.0 kWh,Grinder 2,3041,2023-11-07,4328
Packager 5,Papoea-Nieuw-Guinea,Matig,Liberica,Voldoet niet,1.13%,2022-03-15,2023-05-17 03:50:17.590785,0000-00-00 00:00:00,Filling Machine 3,539.78,100,2023-05-17 03:31:59.432583,75.59%,2023-05-17 02:48:24.376630,4.8,2023-05-17 02:35:35,10 dagen,4.0,Medium,5,1.21 kg,7038,56,2023-05-17 04:45:40.905975,Herziening vereist,8254,6.59 kg CO2/kg,Geen,4.80 hours,53,2.38%,196.0 kWh,Grinder 3,8458,2022-12-18,6968
Packager 1,El Salvador,Laag,Robusta,Voldoet,1.23%,2023-08-04,2023-11-09 05:02:08.787497,2023-11-09 06:57:21.871808,Filling Machine 5,569.88,400,2023-11-09 04:51:53.608126,68.06%,2023-11-09 04:15:33.061868,5.4,2023-11-09 03:49:53,19 dagen,7.0,Licht,6,0.85 kg,538,999,2023-11-09 06:41:01.024346,Herziening vereist,1749,,Geen,5.40 hours,28,1.20%,242.0 kWh,Grinder 3,4221,2024-06-18,7907
Packager 3,Laos,Zeer Hoog,Robusta,Voldoet,0.54%,2022-05-11,2020-04-02 09:28:11.586631,2020-04-02 11:17:00.918127,Filling Machine 5,501.4,300,2020-04-02 09:14:02.568068,86.14%,2020-04-02 08:40:33.063469,4.1,2020-04-02 08:32:21,19 dagen,4.0,Medium,1,1.35 kg,2045,36,2020-04-02 10:42:45.886996,Afgekeurd,8945,,Geen,4.03 hours,58,0.51%,370.0 kWh,Grinder 2,1633,2022-08-12,527
Packager 4,Brazilië,Kritiek,Robusta,Voldoet,1.79%,2022-01-29,2022-07-03 09:58:17.302057,2022-07-03 10:32:43.827918,Filling Machine 2,516.64,100,2022-07-03 09:42:31.924169,79.37%,2022-07-03 09:06:24.686030,4.33,2022-07-03 08:41:55,16 dagen,6.0,Licht,1,1.01 kg,8787,51,2022-07-03 10:02:14.860457,Herziening vereist,3982,2.42 kg CO2/kg,Uitstekende kwaliteit,4.33 hours,59,1.70%,192.0 kWh,Grinder 3,6101,2022-05-28,5211
Packager 4,Indonesië,Matig,Arabica,Voldoet gedeeltelijk,1.15%,2023-08-13,2023-07-30 00:04:28.698440,2023-07-30 01:50:25.189826,Filling Machine 5,552.07,100,2023-07-29 23:54:35.431715,78.95%,2023-07-29 23:15:32.491320,5.04,2023-07-29 22:57:33,17 dagen,7.0,Medium,1,1.33 kg,2970,40,2023-07-30 01:09:25.202591,Goedgekeurd,1477,6.77 kg CO2/kg,Geen,5.04 hours,44,2.61%,317.0 kWh,Grinder 3,2320,2023-12-11,7359
Packager 5,Filipijnen,Hoog,Robusta,Voldoet,1.38%,2021-03-20,2022-09-06 08:24:38.117275,2022-09-06 09:58:00.536872,Filling Machine 2,505.05,100,2022-09-06 08:20:30.420310,68.45%,2022-09-06 07:29:46.532509,4.1,2022-09-06 07:13:29,17 dagen,1.0,Medium,5,1.24 kg,3201,62,2022-09-06 09:28:25.580214,Afgekeurd,5759,5.79 kg CO2/kg,Geen,3.89 hours,38,1.34%,,Grinder 2,4803,2022-02-09,5552
Packager 4,Zimbabwe,Kritiek,Excelsa,Voldoet gedeeltelijk,0.79%,2023-11-30,2020-12-29 14:53:37.352271,2020-12-29 15:33:20.847762,Filling Machine 5,552.51,300,2020-12-29 14:22:46.224142,65.00%,2020-12-29 13:41:31.432847,5.05,2020-12-29 13:25:56,18 dagen,2.0,Medium,3,0.98 kg,6120,14,2020-12-29 15:03:23.475537,Afgekeurd,4143,3.63 kg CO2/kg,Herziening vereist,5.05 hours,50,2.89%,362.0 kWh,Grinder 1,2614,,2020
Packager 1,Kenia,Matig,Arabica,Voldoet niet,0.68%,2023-01-13,2020-03-16 21:37:38.985295,2020-03-16 23:15:56.456093,Filling Machine 1,474.36,100,2020-03-16 21:25:00.908142,85.40%,2020-03-16 20:47:25.472215,3.49,2020-03-16 20:28:11,5 dagen,2.0,Medium,6,1.05 kg,6448,66,2020-03-16 22:57:38.152103,Afgekeurd,6965,4.38 kg CO2/kg,Geen,3.49 hours,37,2.38%,???,Grinder 2,7538,2023-08-02,442
Packager 1,Malawi,Hoog,Arabica,Voldoet,1.55%,2021-08-12,2020-06-07 06:42:05.141600,2020-06-07 08:07:20.169617,Filling Machine 1,511.38,200,2020-06-07 06:24:59.471722,74.30%,2020-06-07 06:22:59.935858,4.23,2020-06-07 06:06:16,22 dagen,6.0,Licht,4,0.79 kg,9964,58,2020-06-07 07:42:34.948372,Herziening vereist,6914,6.53 kg CO2/kg,Geen,4.23 hours,64,3.65%,322.0 kWh,Grinder 5,6586,2021-12-07,868
Packager 4,Zimbabwe,Hoog,Arabica,Voldoet niet,0.71%,2022-11-13,2021-01-29 07:41:54.394049,2021-01-29 09:40:34.622835,Filling Machine 4,506.74,298,2021-01-29 07:21:40.800591,78.37%,2021-01-29 06:46:59.587624,4.13,2021-01-29 06:24:25,15 dagen,5.0,Medium,5,0.91 kg,7396,80,2021-01-29 09:18:15.035826,Goedgekeurd,5419,4.71 kg CO2/kg,Geen,4.13 hours,26,3.01%,247.0 kWh,Grinder 2,3598,2023-04-17,2200
Packager 3,Nicaragua,Laag,Arabica,Voldoet niet,0.63%,2023-07-03,2020-02-13 03:50:28.504505,onbekend,Filling Machine 2,491.48,300,31-02-2025 25:61:61,54.61%,2020-02-13 03:16:28.212944,3.83,2020-02-13 02:57:21,18 dagen,7.0,Licht,3,,7929,46,2020-02-13 04:42:50.977061,Goedgekeurd,7901,1.95 kg CO2/kg,Geen,3.83 hours,31,2.96%,248.0 kWh,Grinder 5,3921,2024-05-08,248
Packager 1,Uganda,Matig,Arabica,Voldoet,1.54%,2023-11-26,2022-07-19 22:15:36.122580,0000-00-00 00:00:00,Filling Machine 3,505.05,200,2022-07-19 22:08:52.233579,86.63%,2022-07-19 21:21:32.204926,3.01,2022-07-19 20:53:56,22 dagen,4.0,Licht,2,1.14 kg,6862,36,2022-07-19 23:17:12.418543,Goedgekeurd,5711,4.77 kg CO2/kg,Geen,3.01 hours,69,2.16%,454.0 kWh,Grinder 1,7461,2024-11-20,5293
Packager 4,Uganda,Matig,Excelsa,Voldoet,0.67%,2020-08-28,2022-05-05 11:42:15.203507,2022-05-05 13:07:06.418433,Filling Machine 1,466.96,500,2022-05-05 11:34:02.989608,59.18%,2022-05-05 10:56:33.024291,3.34,2022-05-05 10:37:43,20 dagen,4.0,Donker,5,1.08 kg,9876,50,2022-05-05 12:29:17.204687,Afgekeurd,3045,3.92 kg CO2/kg,Geen,3.34 hours,67,1.39%,470.0 kWh,Grinder 1,8104,2021-04-01,4876
Packager 1,Zimbabwe,Hoog,Robusta,Voldoet,0.64%,2020-01-27,2020-09-15 08:58:09.063500,2020-09-15 10:12:15.037310,Filling Machine 5,559.55,400,2020-09-15 08:45:59.619985,80.97%,2020-09-15 08:12:59.147252,5.19,2020-09-15 07:52:40,18 dagen,7.0,Licht,6,0.75 kg,9720,51,2020-09-15 09:36:24.820361,Afgekeurd,8716,2.35 kg CO2/kg,Geen,5.19 hours,46,1.02%,156.0 kWh,Grinder 2,8499,2020-06-04,1408
Packager 2,Uganda,Hoog,Robusta,Voldoet,1.25%,2023-02-27,2022-01-12 23:35:30.057485,2022-01-13 01:30:25.264937,Filling Machine 5,517.99,200,2022-01-12 23:25:21.538930,80.09%,2022-01-12 22:53:14.539401,4.36,2022-01-12 22:30:18,21 dagen,5.0,Medium,2,0.86 kg,5197,42,2022-01-13 00:47:31.865624,Goedgekeurd,9241,,Geen,4.36 hours,42,3.47%,373.0 kWh,Grinder 1,7510,,4203
Packager 1,Zambia,Laag,Arabica,Voldoet,1.37%,2023-06-01,2022-11-22 08:04:31.306427,2022-11-22 09:17:44.598580,Filling Machine 3,466.3,100,2022-11-22 07:56:18.139227,63.10%,2022-11-22 07:12:59.461749,3.33,2022-11-22 06:56:22,14 dagen,4.0,Medium,3,1.14 kg,371,48,2022-11-22 08:52:43.083203,Goedgekeurd,8881,,Geen,3.33 hours,54,1.77%,187.0 kWh,Grinder 2,5310,,5972
Packager 1,Madagascar,Matig,Liberica,Voldoet niet,1.16%,2020-07-28,2023-09-30 16:47:18.332462,2023-09-30 17:46:05.969788,Filling Machine 1,505.05,100,2023-09-30 16:26:57.693551,61.69%,2023-09-30 16:00:30.640347,4.86,2023-09-30 15:39:33,15 dagen,6.0,Medium,3,,3627,31,2023-09-30 17:22:14.400540,Goedgekeurd,9806,5.40 kg CO2/kg,Geen,4.86 hours,76,2.61%,232.0 kWh,Grinder 3,6165,2021-05-25,7694
Packager 3,Ivoorkust,Hoog,Arabica,Voldoet niet,0.34%,,2020-07-10 17:32:13.068199,2020-07-10 18:57:35.219576,Filling Machine 4,478.04,400,2020-07-10 17:09:28.775391,78.35%,2020-07-10 16:32:22.564244,3.56,2020-07-10 16:14:26,9 dagen,2.0,Medium,2,1.03 kg,8288,43,2020-07-10 18:24:22.396887,Goedgekeurd,3516,7.47 kg CO2/kg,Geen,3.56 hours,44,2.29%,203.0 kWh,Grinder 2,3872,2021-08-29,1053
Packager 3,Puerto Rico,Zeer Hoog,Robusta,Voldoet,0.92%,2020-05-04,2021-03-26 21:32:26.509860,2021-03-26 22:34:14.615144,Filling Machine 2,505.05,100,2021-03-26 21:24:48.993105,79.60%,2021-03-26 20:54:45,3.1,2021-03-26 20:53:45,12 dagen,5.0,Licht,4,0.88 kg,1383,45,2021-03-26 22:18:13.584803,Afgekeurd,9890,5.56 kg CO2/kg,Geen,3.10 hours,76,1.96%,166.0 kWh,Grinder 2,185,2020-12-10,2524
Packager 2,Kenia,Hoog,Arabica,Voldoet,0.42%,2021-03-12,2021-11-03 07:41:41.584559,2021-11-03 09:21:28.680305,Filling Machine 4,506.55,100,2021-11-03 07:28:32.391750,81.93%,2021-11-03 06:53:50.870556,4.1,2021-11-03 06:26:02,11 dagen,7.0,Licht,7,0.74 kg,9066,46,2021-11-03 08:45:47.370244,Afgekeurd,2132,3.29 kg CO2/kg,Geen,4.13 hours,81,1.91%,236.0 kWh,Grinder 2,4500,2021-08-04,3787
Packager 2,Kameroen,Hoog,Arabica,Voldoet,0.00%,2020-12-12,2023-04-28 19:56:33.802632,2023-04-28 21:39:14.643468,Filling Machine 1,452.55,300,2023-04-28 19:50:52.346932,82.12%,2023-04-28 19:08:28.626819,3.05,2023-04-28 18:51:11,5 dagen,2.0,Licht,3,0.71 kg,4597,63,2023-04-28 21:12:06.330365,Herziening vereist,2777,9.28 kg CO2/kg,Geen,3.05 hours,65,2.46%,263.0 kWh,Grinder 2,2482,2021-04-27,6859
Packager 2,Ivoorkust,Laag,Robusta,Voldoet niet,1.52%,2022-11-01,2020-10-03 02:21:12.729970,2020-10-03 03:19:50.926197,Filling Machine 2,510.87,298,2020-10-03 02:04:39.340040,50.00%,2020-10-03 01:40:48.825975,4.22,2020-10-03 01:12:41,23 dagen,4.0,Donker,7,1.03 kg,1213,33,2020-10-03 02:57:09.241180,Goedgekeurd,7509,2.49 kg CO2/kg,Herziening vereist,4.22 hours,50,2.98%,182.0 kWh,Grinder 5,1761,2023-06-06,1522
Packager 3,Haïti,Matig,Arabica,Voldoet,2.00%,,2020-06-07 05:12:16.347437,2020-06-07 06:51:25.996498,Filling Machine 5,505.05,100,2020-06-07 05:03:54.330414,72.47%,2020-06-07 04:46:16.505186,4.99,2020-06-07 04:30:07,7 dagen,7.0,Medium,7,1.08 kg,6286,43,2020-06-07 06:22:16.261595,Afgekeurd,1899,7.69 kg CO2/kg,Geen,4.99 hours,52,3.03%,215.0 kWh,Grinder 5,9257,2023-08-31,867
Packager 2,Laos,Matig,Arabica,Voldoet niet,0.91%,2020-08-27,2022-02-01 15:43:45.611545,2022-02-01 17:18:22.738344,Filling Machine 4,540.28,400,2022-02-01 15:30:06.555746,55.51%,2022-02-01 14:45:35.787837,4.1,2022-02-01 14:24:04,8 dagen,6.0,Medium,6,0.50 kg,8210,unknown,onbekend,Afgekeurd,5782,1.21 kg CO2/kg,Geen,4.81 hours,42,2.07%,402.0 kWh,Grinder 1,737,2021-07-06,4308
Packager 3,Dominicaanse Republiek,Zeer Hoog,Liberica,Voldoet niet,1.10%,2020-05-14,onbekend,2021-06-17 15:08:57.535453,Filling Machine 1,499.87,100,2021-06-17 12:58:02.781965,77.94%,2021-06-17 12:34:51.341753,4.0,2021-06-17 12:18:37,18 dagen,6.0,Licht,1,1.27 kg,4641,44,2021-06-17 14:18:04.425422,Herziening vereist,9686,4.23 kg CO2/kg,Geen,4.00 hours,36,2.08%,238.0 kWh,Grinder 2,9266,2020-07-13,2987
Packager 4,Papoea-Nieuw-Guinea,Matig,Robusta,Voldoet niet,0.93%,2022-02-19,2022-09-21 16:15:50.721839,2022-09-21 18:10:40.159891,Filling Machine 3,505.05,298,2022-09-21 16:03:38.822500,85.46%,2022-09-21 15:29:46.348906,3.4,2022-09-21 15:13:26,15 dagen,3.0,Medium-Donker,7,0.91 kg,2555,-10,2022-09-21 17:50:31.465810,Afgekeurd,5528,5.39 kg CO2/kg,Geen,3.40 hours,55,1.16%,322.0 kWh,Grinder 4,3942,2022-10-27,5641
Packager 2,Angola,Matig,Liberica,Voldoet,0.58%,2023-09-15,2022-09-02 01:17:32.772469,2022-09-02 02:14:23.880291,Filling Machine 5,550.11,500,2022-09-02 01:02:15.887390,83.24%,2022-09-02 00:29:51.231536,5.0,2022-09-02 00:19:30,17 dagen,,Medium-Donker,4,0.99 kg,9451,29,2022-09-02 01:50:37.142943,Goedgekeurd,8255,4.33 kg CO2/kg,Geen,5.00 hours,22,0.25%,346.0 kWh,Grinder 4,2561,2023-12-30,5532
Packager 1,Colombia,Laag,Robusta,Voldoet,0.93%,2021-11-11,2020-05-20 09:58:11.847465,2020-05-20 11:12:10.225798,Filling Machine 3,507.42,500,2020-05-20 09:43:27.724982,77.00%,2020-05-20 09:26:42.837348,4.15,2020-05-20 09:02:39,22 dagen,2.0,Medium,6,0.65 kg,9166,58,2020-05-20 10:34:07.308523,Goedgekeurd,4091,2.94 kg CO2/kg,Geen,4.15 hours,76,3.24%,270.0 kWh,Grinder 5,5623,2022-06-08,754
Packager 2,Peru,Zeer Hoog,Liberica,Voldoet,0.37%,2021-08-06,2022-12-12 14:28:38.215496,2022-12-12 16:09:54.563473,Filling Machine 3,547.17,500,2022-12-12 14:13:06.794621,74.35%,2022-12-12 13:48:47.734293,4.94,2022-12-12 13:26:02,25 dagen,3.0,Licht,5,1.24 kg,8898,37,2022-12-12 15:40:26.728994,Afgekeurd,6131,9.47 kg CO2/kg,Geen,4.94 hours,56,0.84%,270.0 kWh,Grinder 4,210,2022-05-30,6107
Packager 2,Venezuela,Hoog,Excelsa,Voldoet,1.21%,2021-06-03,2020-01-23 10:18:19.748176,2020-01-23 11:35:50.632393,Filling Machine 1,470.11,298,2020-01-23 10:00:19.127874,80.98%,2020-01-23 09:23:37.073188,3.4,2020-01-23 09:12:16,5 dagen,3.0,Medium-Donker,3,1.01 kg,7833,52,2020-01-23 11:19:42.135856,Afgekeurd,3044,3.07 kg CO2/kg,Herziening vereist,3.40 hours,38,2.43%,324.0 kWh,Grinder 5,9904,2022-01-03,127
Packager 1,Jamaica,Matig,Arabica,Voldoet niet,1.07%,2021-04-13,2022-03-08 22:50:30.563944,2022-03-09 00:05:55.875334,Filling Machine 3,529.65,200,2022-03-08 22:36:05.483035,69.07%,2022-03-08 22:11:07.534207,4.59,2022-03-08 21:46:14,8 dagen,3.0,Licht,3,0.67 kg,182,31,2022-03-08 23:47:11.128871,Goedgekeurd,5222,7.19 kg CO2/kg,Geen,4.59 hours,67,2.01%,abc kWh,Grinder 2,6269,2021-08-20,4543
###,Myanmar,Hoog,Robusta,Voldoet,1.07%,2021-09-03,2021-10-11 08:50:51.147157,2021-10-11 10:14:57.963463,Filling Machine 2,521.27,200,2021-10-11 08:37:06.021169,85.31%,2021-10-11 08:03:08.043101,4.1,2021-10-11 07:35:16,13 dagen,1.0,Medium,4,1.21 kg,5572,26,2021-10-11 09:41:08.986847,Afgekeurd,2799,8.31 kg CO2/kg,Uitstekende kwaliteit,???,45,0.97%,311.0 kWh,Grinder 5,7689,2022-07-22,3663
Packager 3,Colombia,Laag,Arabica,Voldoet,1.11%,2023-05-17,2022-08-24 06:54:34.918740,2022-08-24 07:47:49.683748,Filling Machine 2,464.88,400,2022-08-24 06:41:32.734738,80.79%,2022-08-24 06:02:40.644211,3.3,2022-08-24 05:44:54,16 dagen,3.0,Medium,7,1.50 kg,5731,50,2022-08-24 07:12:24.598837,Goedgekeurd,7890,7.62 kg CO2/kg,Uitstekende kwaliteit,3.30 hours,24,2.54%,297.0 kWh,Grinder 4,6152,2023-07-11,5483
Packager 3,Thailand,Kritiek,Robusta,Voldoet,0.67%,2020-07-11,2020-03-28 10:07:39.114967,2020-03-28 11:51:05.616869,Filling Machine 3,509.45,100,2020-03-28 09:50:40.058268,87.14%,2020-03-28 09:13:36.442506,4.19,2020-03-28 08:57:43,14 dagen,8.0,Medium,5,1.19 kg,3996,-10,2020-03-28 11:38:53.320223,Afgekeurd,3480,7.49 kg CO2/kg,Geen,4.19 hours,59,2.03%,onbekend,Grinder 5,9689,2021-06-04,500
Packager 2,Panama,Matig,Arabica,Voldoet niet,0.11%,2021-08-10,2023-03-13 06:44:35.168484,0000-00-00 00:00:00,Filling Machine 1,518.08,100,2023-03-13 06:27:41.332391,83.69%,2023-03-13 05:54:05.422531,4.36,2023-03-13 05:35:36,14 dagen,1.0,Medium,6,0.71 kg,5046,41,2023-03-13 07:21:49.068278,Afgekeurd,8986,5.88 kg CO2/kg,Herziening vereist,4.36 hours,56,3.59%,186.0 kWh,Grinder 4,7523,,6611
